Sentence,Entity1,E1_POS,E1_DEP,Entity2,E2_POS,E2_DEP,Relationship,Direction,predicted_relationship,predicted_rel_with_direction
733,bourbon,['NN'],nsubjpass,barrel,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
734,heads,['NNS'],nsubj,ferrets,['NNS'],compound,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
735,Lesions,['NNS'],nsubj,leg weakness,"['NN', 'NN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
736,researcher,['NN'],nsubj,categories,['NNS'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
737,money,['NN'],nsubjpass,bag,['NN'],pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
738,suffering,"['IN', 'NN']",pobj,bomb,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
739,death,['NN'],nsubj,cancellation,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
740,muster,"['NN', 'NN']",oprd,peacocks,"['NNS', 'DT', 'NNS', 'DT']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
741,child,['NN'],dobj,outlet,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
742,powder,['NN'],dobj,canteen cup,"['DT', 'JJ', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
743,rapper,"['NN', 'DT']",nsubj,song,"['NN', 'IN']",dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
744,problems,['NNS'],nsubj,policy,['NN'],pobj,Cause-Effect,"e2,e1",Entity-Origin,"Entity-Origin(e1,e2)"
745,arm,['NN'],pobj,cross,"['NN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
746,moisture,['NN'],nsubj,stack,"['VB', 'NN', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
747,bacteria,['NN'],nsubj,pneumonia,['NN'],pobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
748,show,['NN'],nsubjpass,slot,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
749,seniors,['NNS'],dobj,data,"['DT', 'NN']",npadvmod,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
750,plague,"['DT', 'DT', 'NN']",dobj,insects,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
751,incoming water,"['JJ', 'NN', 'DT', 'DT', 'DT']",nsubj,stain,"['DT', 'NN', 'DT', 'DT']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
752,side,['NN'],nsubj,station,"['DT', 'NN', 'IN']",dobj,Other,Othe,Component-Whole,"Component-Whole(e2,e1)"
753,bleeding,['NN'],nsubjpass,injury,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
754,team,['NN'],nsubj,territory,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
755,photos,['NNS'],pobj,friend,['NN'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
756,flour,['RB'],dobj,bowl,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
757,specimens,['NNS'],dobj,jar,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
758,companionship,['NN'],dobj,teammates,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
759,water,['NN'],attr,lakes,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
760,insulin,['NN'],compound,pancreas,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
761,insulin,['NN'],nsubjpass,pancreases,['NNS'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
762,child,['NN'],dobj,basket,"['DT', 'NN']",pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
763,caterpillars,['NNS'],nsubj,disease,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
764,glass-blower,"['DT', 'NN']",pobj,vase,"['DT', 'NN']",nsubj,Product-Producer,"e2,e1",Other,Other
765,hole,['NN'],pobj,missile,"['VBZ', 'NN']",pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
766,proposals,"['NNS', 'DT']",nsubjpass,speech,['NN'],pobj,Message-Topic,"e2,e1",Content-Container,"Content-Container(e1,e2)"
767,films,['NNS'],nsubj,filmmakers,['NNS'],poss,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
768,vaccine,"['DT', 'NN', 'IN', 'DT']",nmod,maker,"['DT', 'NN', 'DT']",appos,Product-Producer,"e1,e2",Other,Other
769,cassette tape,"['DT', 'NN', 'NN', 'DT']",dobj,box,['NN'],pobj,Content-Container,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
770,crack,"['NN', 'DT']",nsubj,humidor,['NN'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
771,complexity,['NN'],dobj,mix,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
772,family,"['NN', 'NN', 'NN']",compound,child,['NN'],conj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
773,effect,['NN'],nsubj,light,['NN'],pobj,Cause-Effect,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
774,perturbations,"['IN', 'NNS']",dobj,moon,"['IN', 'NN']",compound,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
775,editor,['NN'],attr,interface,"['DT', 'DT', 'NN']",pobj,Component-Whole,"e2,e1",Instrument-Agency,"Instrument-Agency(e1,e2)"
776,ice cream,"['JJ', 'NN', 'DT']",dobj,cup,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
777,computer,['NN'],compound,screen,"['NN', 'NN']",pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
778,Diatoms,"['NNS', 'DT', 'TO']",nsubj,skeleton,"['NN', 'TO']",dobj,Component-Whole,"e2,e1",Other,Other
779,medal,"['NN', 'DT']",nsubjpass,box,['NN'],dobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
780,crisis,['NN'],nsubj,jobless rate,"['JJ', 'NN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
781,staff,['NN'],pobj,tools,['NNS'],dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
782,workers,['NNS'],nsubj,port,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
783,maid,['NN'],nsubj,balcony,['NN'],compound,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
784,binder,['NN'],nsubj,trials,['NNS'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
785,activities,['NNS'],pobj,development,['NN'],attr,Other,Othe,Other,Other
786,orange,['NN'],compound,juice,['NN'],compound,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
787,books,['NNS'],pobj,transformation,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
788,story,['NN'],nsubj,boy,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
789,server,['NN'],nsubj,identifier,['NN'],dobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
790,concrete,['JJ'],dobj,piers,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
791,soldiers,['NNS'],dobj,battles,['NNS'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
792,mast,['NN'],pobj,ship,['NN'],pobj,Entity-Destination,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
793,human,"['JJ', 'DT']",nsubj,box,['NN'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
794,pride,['NN'],pobj,lions,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
795,bevy,['NN'],npadvmod,deer,['NN'],compound,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
796,theory,"['NN', 'DT', 'DT']",nsubj,journalists,"['DT', 'NNS']",pobj,Product-Producer,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
797,wolfpack,"['DT', 'NN']",pobj,submarines,"['IN', 'DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
798,quote,['NN'],nsubj,email,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
799,array,['NN'],dobj,responder,['NN'],pobj,Entity-Destination,"e1,e2",Other,Other
800,person,['NN'],nsubj,employee,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
801,cat,"['DT', 'DT', 'NN']",pobj,paw,"['DT', 'DT', 'NN']",pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
802,bench,['NN'],pobj,aldermen,"['NNS', 'NNS', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
803,biographer,"['DT', 'NN', 'DT']",nsubj,minutiae,"['DT', 'DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
804,chains,"['NNS', 'DT', 'IN']",nsubj,bags,"['DT', 'NNS']",pobj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
805,gun,['NN'],appos,safe,"['DT', 'DT', 'JJ']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
806,helve,['NN'],pobj,hammer,"['DT', 'DT', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
807,nails,"['NNS', 'NNS']",dobj,hand,"['NN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
808,porch,['NN'],pobj,stoics,['NNS'],pobj,Other,Othe,Component-Whole,"Component-Whole(e2,e1)"
809,grain,['VBP'],compound,ale,['NN'],dobj,Entity-Origin,"e2,e1",Other,Other
810,profiles,"['NNS', 'IN']",nsubjpass,teachers,"['NNS', 'DT']",pobj,Instrument-Agency,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
811,corruption,['NN'],nsubj,utilities,['NNPS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
812,launcher,"['NN', 'DT']",nsubj,system,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
813,essays,['NNS'],nsubjpass,book,['NN'],pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
814,water,['NN'],nsubjpass,well,"['NN', 'RB']",pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
815,pig,['NN'],nsubj,crate,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
816,number,['NN'],pobj,mathematicians,"['DT', 'DT', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
817,world,['NN'],attr,animation,"['DT', 'DT', 'NN', 'DT']",compound,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
818,battalion,"['NN', 'DT']",nsubj,cavalry,"['DT', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
819,pin,['NN'],nsubj,wheel,"['NN', 'NN']",compound,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
820,ombudsman,"['NN', 'DT']",poss,report,['NN'],nsubj,Product-Producer,"e2,e1",Other,Other
821,body,['NN'],dobj,elders,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
822,therapist,"['DT', 'DT', 'NN', 'DT']",dobj,way,"['DT', 'DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
823,crush,['NN'],pobj,applications,"['NNS', 'DT', 'IN']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
824,baby,['NN'],nsubjpass,home,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
825,evening,['NN'],nsubjpass,courage,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e2,e1)"
826,species,['NNS'],nsubj,areas,"['VBP', 'NNS', 'IN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
827,Twisters,['NNS'],nsubj,creations,"['NNS', 'DT']",dobj,Product-Producer,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
828,creatures,"['NNS', 'DT', 'DT', 'DT']",nsubj,scare,"['DT', 'NN', 'DT', 'DT']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
829,film,['NN'],nsubj,economy,['NN'],pobj,Message-Topic,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
830,gunnel,['NN'],dobj,boat,"['DT', 'DT', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
831,word,['NN'],nsubj,root,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
832,pork butt,"['NN', 'NN']",nsubjpass,crock pot,"['NN', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
833,paper,"['NN', 'DT', 'DT']",nsubjpass,thesis,"['VBZ', 'NN', 'DT']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
834,photographers,['NNS'],nsubj,cameras,['NNS'],dobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
835,train,['NN'],pobj,airport,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
836,shark,['NN'],poss,teeth,['NN'],dobj,Component-Whole,"e2,e1",Other,Other
837,girls,['NNS'],nsubj,bottles,['NNS'],pobj,Instrument-Agency,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
838,coven,['NN'],attr,warlocks,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
839,capuchins,"['IN', 'NNS', 'DT']",nsubj,knives,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
840,ban,"['NN', 'DT']",nsubj,debate,"['DT', 'NN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
841,cowardice,"['DT', 'NN']",pobj,curs,['NNS'],pobj,Other,Othe,Other,Other
842,latte,"['NN', 'DT']",nsubj,glass,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
843,chapter,['NN'],pobj,impact,['NN'],attr,Message-Topic,"e1,e2",Other,Other
844,music,['NN'],nsubj,lives,['NNS'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
845,wheat,['NN'],dobj,countries,['NNS'],pobj,Entity-Destination,"e1,e2",Other,Other
846,box,['NN'],nsubj,system,['NN'],dobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
847,report,['NN'],dobj,activities,"['DT', 'NNS']",pobj,Message-Topic,"e1,e2",Member-Collection,"Member-Collection(e2,e1)"
848,guests,['NNS'],nsubj,wedding,['NN'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
849,needs,['NNS'],nsubj,society,['NN'],dobj,Entity-Destination,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
850,expansion,"['DT', 'NN']",dobj,development,['NN'],pobj,Cause-Effect,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
851,sand,"['NN', 'CC', 'NN']",pobj,hourglass,"['NN', 'NN']",pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
852,name,"['NN', 'DT']",nsubjpass,series,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
853,belt,['NN'],pobj,asteroids,"['NN', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
854,experience,['NN'],ROOT,blend,['NN'],pobj,Cause-Effect,"e2,e1",Entity-Origin,"Entity-Origin(e1,e2)"
855,chabazite,"['NN', 'DT', 'DT']",nsubjpass,multiple U-tube,"['JJ', 'NNP']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
856,spill,['NN'],nsubjpass,tanker,"['NN', 'DT']",compound,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
857,sunlight,['NN'],ccomp,fatigue,['NN'],conj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
858,damage,['NN'],nsubjpass,collision,"['IN', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
859,general,"['JJ', 'DT']",dobj,role,['NN'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
860,statutes,['NNS'],nsubj,policy,['NN'],dobj,Message-Topic,"e1,e2",Other,Other
861,disposes,['VBZ'],dobj,area,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
862,dopamine,"['DT', 'NN']",pobj,depression,['NN'],dobj,Other,Othe,Cause-Effect,"Cause-Effect(e1,e2)"
863,kingdom,['NN'],nsubj,areas,['NNS'],dobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
864,railing,['NN'],pobj,bridge,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
865,referee,['NN'],nsubj,game,"['DT', 'NN']",pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
866,squatters,['NNS'],nsubj,building,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
867,farm,['NN'],nsubj,greenhouses,['NNS'],dobj,Component-Whole,"e2,e1",Other,Other
868,clauses,['NNS'],nsubjpass,framers,['NNS'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
869,compound,['NN'],dobj,tube,['NN'],pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
870,coterie,['NN'],pobj,editors,['NNS'],dobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
871,construction,['NN'],compound,builder,['NN'],dobj,Instrument-Agency,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
872,muscles,['NNS'],nsubj,leg,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
873,project,['NN'],nsubj,standard,"['NN', 'CC']",dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
874,turbines,['NNS'],nsubj,electricity,['NN'],dobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
875,pit,['NN'],pobj,snakes,"['DT', 'NNS']",pobj,Other,Othe,Other,Other
876,ewes,['NN'],conj,flock,"['NN', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
877,clip,['NN'],pobj,series,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
878,suffering,['NN'],pobj,exploitation,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
879,formalism,['NN'],pobj,literature,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
880,body,['NN'],nsubjpass,drum,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
881,maize,"['NN', 'DT']",compound,spirits,['NNS'],dobj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
882,neighbour,"['NN', 'PRP$']",nsubj,fence,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
883,mechanism,"['NN', 'VBZ', 'DT']",nsubjpass,magnet,"['DT', 'NN']",pobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
884,riots,['NNS'],pobj,verdict,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
885,drug,['NN'],compound,tablet,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
886,results,['NNS'],nsubjpass,films,['NNS'],pobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e2,e1)"
887,quarrel,"['DT', 'NN', 'DT']",pobj,purchase,"['DT', 'NN', 'DT']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
888,cold,['JJ'],advmod,germs,['NNS'],dobj,Cause-Effect,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
889,neologisms,['NNS'],nsubj,literature,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
890,body,['NN'],nsubj,suitcase,"['DT', 'NN', 'DT']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
891,program,"['NN', 'DT']",nsubjpass,author,"['NN', 'DT']",pobj,Product-Producer,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
892,helicopters,['NNS'],attr,rotors,"['TO', 'TO', 'NNS']",compound,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
893,Responses,['NNS'],nsubjpass,presidents,['NNS'],compound,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
894,story,['NN'],nsubj,students,"['NNS', 'NNS']",nsubj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
895,bark,['NN'],nsubjpass,phloem,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
896,descent,['NN'],pobj,woodpeckers,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
897,setup,['NN'],nsubjpass,chimney,['NN'],pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
898,Strawberry,"['NNP', 'VB']",compound,jam,['NN'],nsubjpass,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
899,bulletin,['NN'],nsubj,project,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
900,book,['NN'],nsubj,geographical theory,"['JJ', 'NN', 'DT', 'DT']",dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
901,league,['NN'],dobj,movements,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
902,poison,['NN'],dobj,milk,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
903,managers,['NNS'],pobj,spreadsheets,['NNS'],dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
904,journalist,['NN'],nsubj,office,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
905,society,['NN'],pobj,agents,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
906,valley,['NN'],nsubj,wines,['NNS'],pobj,Entity-Origin,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
907,talks,"['NNS', 'DT', 'NNS']",nsubj,contract,"['DT', 'NN']",pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
908,stories,['NNS'],pobj,historical truths,"['JJ', 'NNS', 'DT']",pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
909,problems,['NNS'],nsubjpass,study,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
910,sergeant,"['DT', 'NN', 'DT']",pobj,army,"['DT', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
911,weather report,"['NN', 'NN', 'DT']",nsubj,storm conditions,"['NN', 'NNS']",pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
912,soldier,['NN'],nsubj,message,"['DT', 'NN', 'DT']",pobj,Product-Producer,"e2,e1",Content-Container,"Content-Container(e1,e2)"
913,growth,['NN'],compound,hormone,['NN'],nsubjpass,Cause-Effect,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
914,umbrella,"['NN', 'NN', 'JJ']",compound,ribs,['NN'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
915,duo,['NN'],nsubj,songs,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
916,terrorist,['JJ'],amod,organizations,"['DT', 'IN', 'NNS', 'DT']",dobj,Other,Othe,Other,Other
917,electronic engineer,"['JJ', 'NN']",nsubj,embedded software,"['JJ', 'NN']",pobj,Instrument-Agency,"e2,e1",Entity-Destination,"Entity-Destination(e1,e2)"
918,discussion,"['NN', 'VBZ']",nsubjpass,appendix,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
919,software,"['DT', 'NN', 'NN']",pobj,company,"['DT', 'NN', 'DT']",attr,Product-Producer,"e1,e2",Other,Other
920,blackberry,['NN'],compound,syrup,['NN'],nsubj,Entity-Origin,"e2,e1",Other,Other
921,film,['NN'],compound,maker,"['DT', 'NN']",attr,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
922,pocket,['NN'],pobj,trousers,['NNS'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
923,tablet,"['NN', 'DT']",nsubjpass,monk,['NN'],pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
924,president,['NN'],ROOT,corporation,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
925,jaws,['NN'],pobj,handle,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
926,founder,['NN'],nsubj,agency,"['DT', 'NN']",pobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
